customer_id,application_date,age,gender,marital_status,dependents,monthly_income,employment_type,employment_months,requested_amount,loan_term_months,interest_rate,installment,debt_to_income,num_open_loans,num_credit_cards,has_mortgage,channel,region,default_90d
C004622,2024-12-25,36,F,married,0,4582.58,permanent,339,8811.52,60,13.6,246.75,0.102,6,2,0,partner,east,0
C011852,2022-07-05,37,F,married,0,4979.12,permanent,320,28114.54,60,17.53,879.2,0.609,10,4,0,partner,east,0
C003448,2023-09-10,57,M,married,3,3641.92,self_employed,110,26341.54,12,20.72,2649.95,1.5,4,1,1,partner,east,0
C001279,2022-01-09,36,M,single,4,2162.0,self_employed,41,42753.91,36,20.21,1907.49,1.5,1,2,1,web,capital,1
C013344,2022-12-18,33,M,single,4,1764.95,contract,38,24192.25,12,16.73,2353.25,1.5,6,5,0,web,north,1
C008351,2022-05-21,47,M,married,1,5937.0,permanent,183,5000.0,24,8.62,244.24,0.183,8,3,0,branch,capital,0
C010404,2022-07-08,59,M,single,3,5204.18,unemployed,5,8574.15,60,19.21,280.18,0.023,9,5,0,partner,south,1
C011171,2023-05-06,29,F,married,5,3320.15,permanent,216,59103.72,48,16.77,2057.13,1.5,0,8,0,branch,capital,1
C011569,2023-07-23,33,F,married,0,3263.27,contract,50,45034.89,24,23.07,2742.43,1.5,2,5,0,branch,capital,1
C013486,2022-03-08,65,M,single,5,5372.65,self_employed,196,31305.51,36,17.89,1336.41,0.689,4,0,1,web,capital,0
C002016,2022-12-16,31,M,single,1,1595.11,permanent,132,18545.38,24,17.66,1045.68,1.5,7,1,1,branch,west,0
C001607,2022-06-11,51,F,single,4,2279.95,permanent,129,58494.87,48,14.32,1916.86,1.5,10,1,0,web,west,1
C012684,2024-09-18,52,M,single,2,2596.52,contract,21,32997.39,36,18.11,1414.54,1.5,3,5,0,branch,east,1
C010040,2023-04-25,29,F,widowed,0,1089.21,permanent,51,5236.21,48,8.0,144.0,0.307,8,2,0,branch,capital,1
C000159,2023-07-07,65,F,married,4,2230.56,contract,24,29527.82,36,20.45,1323.48,1.467,5,8,0,branch,west,1
C009396,2023-06-08,32,M,single,0,9051.44,permanent,79,30451.99,36,26.58,1520.48,0.595,10,3,1,branch,capital,0
C008084,2024-04-05,20,M,married,4,3049.09,unemployed,0,21923.27,48,19.19,807.26,0.918,2,8,1,branch,east,0
C003603,2022-06-19,68,F,single,1,5905.26,permanent,251,17593.7,36,13.5,686.64,0.376,9,3,0,branch,capital,0
C006004,2023-10-13,21,F,married,4,1633.9,permanent,71,54452.62,48,19.38,2013.86,1.5,4,8,0,branch,capital,1
C001744,2022-01-26,49,F,single,4,3610.43,self_employed,207,16088.23,24,17.72,907.97,0.907,6,1,0,web,south,1
C008363,2024-04-25,72,F,single,4,4492.97,contract,39,11346.49,36,21.41,517.63,0.247,1,5,0,web,south,1
C012873,2022-05-13,45,M,married,0,1095.05,permanent,165,44166.08,48,19.37,1632.88,1.5,9,3,1,partner,capital,1
C003350,2024-05-05,70,F,divorced,2,1905.17,contract,6,43307.21,36,14.61,1730.22,1.5,3,0,0,branch,capital,1
C008325,2023-07-31,20,F,single,4,4420.8,permanent,271,36948.15,48,17.7,1314.71,0.837,1,3,0,branch,capital,1
C002896,2023-08-12,59,M,married,1,3901.91,self_employed,67,58168.87,36,18.97,2535.12,1.5,9,1,1,partner,capital,1
C008858,2022-09-17,59,M,single,1,2152.94,permanent,356,14521.95,36,12.72,557.28,1.009,9,3,0,branch,south,1
C000247,2024-04-09,57,M,single,0,5111.73,self_employed,177,45539.21,24,17.08,2545.55,1.5,0,3,0,branch,north,0
C000042,2024-04-10,21,F,married,2,3981.41,permanent,61,47962.05,24,11.93,2475.12,1.5,6,3,1,web,east,1
C001307,2022-10-06,48,F,married,2,2791.93,self_employed,108,20125.56,60,21.89,702.56,0.606,5,1,0,branch,capital,0
C011066,2023-07-23,24,M,married,5,2207.23,permanent,276,11592.64,60,18.69,373.73,0.287,0,1,0,partner,north,1
C007584,2022-12-22,38,F,married,4,1201.62,self_employed,161,63034.47,48,18.87,2304.49,1.5,1,1,1,web,capital,0
C003243,2024-09-09,32,M,single,0,4222.75,permanent,189,35697.19,60,16.62,1089.49,1.069,6,6,0,branch,north,1
C003396,2024-05-20,32,M,widowed,3,5169.48,self_employed,322,47954.19,48,16.46,1656.9,0.919,8,7,1,partner,capital,0
C012393,2023-06-03,37,F,single,5,2421.22,contract,56,36720.59,36,12.02,1387.87,1.5,9,3,0,branch,north,1
C000083,2022-06-25,55,M,divorced,3,1399.18,permanent,18,32520.62,60,18.58,1045.59,1.5,1,4,0,branch,north,0
C013940,2023-09-14,72,M,single,2,3508.18,permanent,211,24325.65,24,12.76,1272.26,1.126,5,8,1,web,north,0
C006205,2022-03-01,37,F,single,1,2747.88,self_employed,163,12888.86,48,15.7,437.11,0.569,2,6,1,branch,east,0
C014406,2022-01-07,52,M,single,0,3119.0,self_employed,40,20118.57,36,22.08,928.98,0.841,9,7,0,partner,north,1
C006264,2024-09-13,35,M,married,2,1787.02,contract,38,26880.36,48,14.58,886.67,1.5,9,1,1,partner,north,0
C009382,2023-06-01,55,F,married,2,8002.98,contract,11,16443.62,60,20.59,556.17,0.161,0,0,0,partner,west,0
C004449,2023-08-27,35,M,single,5,2456.01,permanent,49,24038.36,24,20.11,1404.37,1.5,8,2,0,web,east,1
C007577,2024-10-11,70,M,single,4,4757.48,unemployed,4,34477.39,48,16.68,1197.49,0.639,9,6,1,branch,capital,1
C014487,2024-01-04,35,F,single,0,5659.32,permanent,271,27719.82,12,27.43,2943.57,1.43,10,5,0,partner,east,1
C005284,2024-04-12,65,F,married,1,6825.09,permanent,148,30684.71,24,22.34,1849.84,0.836,6,3,0,branch,capital,1
C003314,2022-09-04,44,M,married,3,2183.14,self_employed,32,26441.81,24,17.75,1492.85,1.5,10,4,1,call_center,capital,0
C000818,2022-04-27,47,M,married,0,6780.76,permanent,211,29900.09,36,30.04,1579.16,0.737,2,3,1,call_center,north,0
C011787,2023-08-10,65,F,married,2,1132.63,permanent,262,21616.7,60,20.38,727.32,1.135,8,3,0,call_center,west,1
C010791,2023-11-07,67,F,married,4,1826.54,contract,49,41639.3,24,19.67,2417.59,1.5,5,6,1,branch,north,1
C000946,2022-05-11,48,F,single,1,5704.46,permanent,177,23178.5,36,11.97,875.1,0.471,7,8,0,web,north,0
C001333,2023-04-11,63,M,single,2,4284.36,permanent,6,23336.35,24,17.55,1313.71,0.995,6,3,0,branch,west,1
C004349,2024-04-19,22,F,single,5,5357.06,unemployed,3,14028.39,24,20.9,828.88,0.427,8,6,1,branch,capital,1
C004092,2022-02-16,33,F,single,0,5638.44,permanent,77,37530.5,24,14.67,2022.54,1.113,5,3,0,branch,south,0
C002534,2022-07-06,64,F,married,1,1827.18,permanent,159,31839.18,36,9.84,1145.41,1.5,0,2,0,web,east,1
C000503,2024-11-20,64,F,single,3,2009.79,self_employed,312,31207.83,36,12.05,1180.22,1.5,1,6,0,branch,east,0
C008829,2023-11-19,38,M,married,1,8409.89,permanent,281,18264.38,60,13.96,516.93,0.194,7,4,0,branch,west,0
C004252,2023-02-26,58,F,married,4,6278.06,permanent,345,11945.51,60,30.45,502.26,0.354,2,0,0,branch,capital,0
C003933,2024-02-09,75,M,single,3,10116.5,permanent,184,26216.3,36,22.75,1225.22,0.375,5,0,0,web,south,0
C012972,2024-08-30,39,F,married,0,2700.93,contract,51,36495.84,48,12.6,1143.58,1.308,0,4,0,web,capital,1
C003010,2024-06-08,18,M,single,3,2254.11,permanent,11,21868.12,60,13.28,606.41,0.934,9,0,0,call_center,capital,1
C012851,2024-09-27,18,F,married,5,4805.34,permanent,78,15404.51,12,17.41,1507.17,1.087,3,2,0,branch,capital,1
C005268,2023-11-22,66,F,married,5,2879.73,contract,58,19260.23,60,13.49,537.6,0.476,9,1,1,partner,east,0
C004039,2022-12-02,71,F,married,5,2304.2,permanent,303,32500.4,36,8.0,1119.46,1.5,4,5,0,partner,capital,1
C003635,2024-11-18,64,M,married,5,5969.76,contract,3,12067.65,24,23.16,735.7,0.424,2,4,0,partner,south,0
C011880,2024-07-04,24,M,single,2,5366.19,contract,49,34276.04,36,12.4,1306.29,0.769,7,2,1,web,west,0
C003062,2022-12-04,37,F,single,1,4279.78,permanent,302,37464.22,24,12.07,1937.88,1.446,6,2,0,partner,north,1
C002813,2022-08-05,70,F,single,5,9359.24,self_employed,317,32086.67,12,15.98,3101.16,0.945,6,5,0,web,north,1
C003905,2024-08-13,53,F,divorced,2,2293.02,permanent,357,33815.28,36,21.62,1548.58,1.5,8,0,0,partner,north,1
C005880,2022-01-13,42,F,single,0,6758.35,permanent,311,34055.83,24,8.56,1662.06,0.825,5,4,0,partner,capital,0
C004810,2024-06-01,52,M,single,1,3098.32,permanent,224,39931.74,48,25.23,1671.52,1.5,4,1,0,branch,north,1
C009774,2022-04-30,28,M,widowed,2,4958.08,permanent,166,28412.17,48,8.53,793.8,0.605,8,7,0,partner,north,0
C012001,2023-07-11,71,M,married,2,3266.95,permanent,198,19287.59,48,8.32,535.53,0.366,6,8,0,branch,south,1
C014493,2022-06-05,61,M,single,4,5299.19,permanent,326,20155.68,36,14.86,809.54,0.512,9,0,1,call_center,capital,0
C003674,2022-01-01,42,F,married,3,4107.47,unemployed,3,9599.33,48,20.02,360.17,0.06,0,7,0,web,west,0
C005374,2022-09-19,51,M,married,5,3138.93,permanent,205,15957.95,60,20.52,538.91,0.468,1,7,0,partner,capital,0
C014741,2023-06-29,58,M,single,3,10059.26,permanent,185,42778.12,48,14.79,1418.59,0.368,10,0,1,web,east,1
C013315,2024-05-09,57,M,married,1,2588.96,permanent,358,54095.86,36,14.08,2137.56,1.5,0,1,0,web,capital,0
C001898,2024-08-15,24,M,single,1,5911.6,contract,35,11672.45,60,15.99,350.07,0.099,2,4,0,branch,east,0
C008566,2023-11-05,51,F,single,3,2426.06,self_employed,195,22251.11,48,12.16,688.99,0.526,6,6,0,web,west,1
C011755,2023-04-27,75,F,single,1,6074.8,permanent,287,24254.66,48,9.83,704.06,0.318,10,5,0,branch,capital,0
C013261,2023-12-27,37,F,married,4,3705.6,permanent,89,23354.44,48,16.64,810.33,0.668,8,5,0,partner,east,0
C014096,2022-12-23,20,M,married,3,1306.26,unemployed,3,14601.38,36,22.16,675.19,1.5,9,1,0,branch,capital,1
C010832,2023-05-29,72,F,married,4,1999.17,permanent,1,17981.89,24,21.4,1069.93,1.386,1,6,1,branch,west,1
C012058,2024-10-08,53,F,single,4,1291.61,permanent,107,6261.29,48,9.86,181.87,0.791,0,7,1,partner,capital,0
C014436,2024-02-23,61,M,single,0,3229.32,permanent,2,8036.38,24,17.5,452.02,0.255,10,4,0,web,south,1
C000971,2022-11-24,61,F,single,2,2375.81,self_employed,151,41370.57,48,15.33,1390.39,1.5,0,7,0,partner,east,1
C003784,2024-04-11,67,M,married,0,6525.22,permanent,323,33165.89,60,14.47,952.76,0.42,0,6,1,branch,east,0
C003656,2023-06-12,21,M,married,4,2414.99,permanent,91,37964.27,36,9.3,1348.91,1.5,1,5,0,branch,capital,1
C006895,2024-02-05,53,F,divorced,2,2490.7,permanent,271,27537.18,36,14.71,1102.46,1.444,9,3,1,call_center,north,0
C000994,2023-04-18,25,F,widowed,0,4607.26,self_employed,53,39456.81,24,16.53,2187.56,1.306,10,7,0,web,capital,1
C013874,2024-09-18,26,M,single,1,4907.83,permanent,91,22078.17,48,18.09,792.75,0.653,8,4,0,partner,east,1
C002671,2024-05-17,38,F,single,3,2567.93,self_employed,281,42534.55,24,23.35,2599.85,1.5,7,4,0,partner,west,0
C004019,2022-07-24,23,M,widowed,4,5883.1,permanent,202,44167.45,36,11.86,1663.55,0.835,6,8,0,branch,west,1
C005836,2024-07-24,22,M,married,2,2865.93,permanent,134,33083.9,12,24.2,3424.3,1.5,7,0,1,web,north,1
C007413,2023-12-25,18,M,single,1,1024.96,contract,18,28413.0,24,18.25,1615.99,1.5,6,2,1,branch,south,0
C001675,2024-02-25,39,M,single,2,4252.41,contract,42,29901.89,36,19.85,1325.28,0.804,5,4,1,web,capital,1
C001537,2022-06-18,56,F,single,1,4333.27,contract,48,32882.23,36,19.06,1435.59,0.883,1,0,0,branch,capital,0
C004127,2022-02-20,44,F,single,3,9573.72,permanent,183,23513.28,36,16.79,982.11,0.301,3,1,0,partner,capital,1
C002865,2022-04-06,18,M,married,2,5039.73,contract,26,37076.11,36,14.98,1492.58,0.705,1,5,1,partner,capital,1
C011472,2024-11-08,29,F,single,2,3986.09,permanent,238,30081.84,36,15.43,1222.42,0.935,6,7,0,call_center,east,1
C002869,2024-07-31,54,M,single,5,1909.5,permanent,36,22212.06,48,22.21,873.86,1.5,4,2,1,web,capital,1
C000644,2023-06-11,51,F,married,3,4023.19,contract,16,27961.04,36,19.73,1236.49,0.937,6,0,0,branch,north,0
C003270,2024-12-12,19,F,single,5,1061.1,contract,21,46198.1,60,13.23,1279.49,1.5,8,3,1,web,north,1
C013571,2022-04-04,74,F,single,0,2913.27,permanent,16,27444.48,60,15.01,800.76,0.612,4,6,0,branch,east,0
C004191,2023-04-15,30,M,single,1,7361.08,permanent,23,33134.75,60,8.0,773.14,0.428,3,2,0,web,south,0
C006281,2022-01-18,59,M,single,4,7622.07,contract,15,26009.39,48,22.8,1036.05,0.352,10,6,1,branch,north,0
C006609,2022-04-03,41,M,single,2,3776.01,permanent,86,33059.26,36,13.5,1290.19,1.266,5,8,0,partner,capital,1
C006053,2023-03-03,60,F,married,1,1546.83,permanent,314,29979.54,12,15.0,2873.03,1.5,3,8,0,partner,capital,1
C009056,2024-01-17,45,F,divorced,0,7541.56,permanent,63,47708.78,36,20.73,2149.33,0.752,3,7,1,web,capital,0
C006266,2022-04-18,75,M,single,2,4294.8,contract,11,39701.59,12,8.0,3573.14,1.5,9,1,0,branch,capital,1
C011495,2024-10-20,21,F,single,5,4620.45,permanent,312,47795.04,48,17.1,1676.65,1.137,9,2,1,branch,capital,0
C001406,2022-06-20,33,M,single,0,5028.63,permanent,112,33851.05,60,18.65,1090.32,0.672,4,1,0,partner,south,0
C014697,2023-09-09,72,F,single,1,2272.07,permanent,189,24783.22,24,22.76,1502.67,1.5,0,3,0,web,south,1
C005400,2024-08-11,64,M,single,3,5108.69,self_employed,215,21474.62,36,22.4,997.42,0.587,9,5,0,web,capital,1
C009829,2024-08-12,20,F,married,0,7186.26,permanent,184,32269.54,36,22.24,1494.38,0.666,2,8,0,branch,north,0
C003229,2024-03-18,21,F,married,0,3350.55,contract,7,22951.79,48,16.45,792.7,0.437,7,3,1,partner,east,1
C010358,2023-07-07,31,M,divorced,1,3736.38,permanent,338,40756.11,48,9.45,1169.94,0.91,0,6,1,partner,capital,0
C010399,2022-08-17,71,F,married,5,3048.92,contract,35,37539.75,24,28.81,2465.43,1.5,0,7,0,branch,capital,1
C014299,2022-12-02,75,M,single,3,2614.4,permanent,79,33517.41,48,11.48,1018.96,0.838,1,6,0,partner,capital,0
C001797,2024-12-04,68,M,married,0,1591.44,permanent,169,43952.61,12,16.05,4250.58,1.5,5,5,1,call_center,south,1
C012703,2023-11-13,51,F,divorced,2,2935.12,contract,7,25432.51,24,20.21,1487.93,1.5,1,7,0,web,east,1
C013575,2023-12-03,38,F,single,2,1794.73,permanent,20,45512.1,48,16.34,1567.72,1.5,4,7,0,partner,capital,1
C000015,2024-02-25,57,M,married,5,7569.82,permanent,66,33288.91,12,17.46,3258.45,1.409,1,0,0,partner,capital,1
C011126,2022-04-21,52,F,single,2,3728.75,permanent,103,24473.92,24,20.87,1445.33,1.027,1,1,1,call_center,capital,1
C001085,2022-08-08,52,F,single,1,4690.95,self_employed,332,41067.63,36,16.62,1709.65,1.001,5,3,0,branch,east,1
C006259,2024-03-13,53,M,married,0,2032.66,permanent,18,44653.08,48,19.38,1651.53,1.5,2,3,0,partner,north,1
C005470,2022-10-25,63,F,single,4,1615.98,unemployed,5,35192.8,60,17.92,1112.13,1.5,8,3,0,partner,capital,1
C014804,2022-10-06,41,F,single,2,2779.38,self_employed,318,44474.1,12,13.41,4203.23,1.5,8,5,1,branch,capital,1
C004522,2024-02-04,69,F,divorced,5,8688.89,permanent,258,40218.8,36,19.61,1774.44,0.654,2,5,0,partner,capital,1
C000551,2024-05-29,68,F,single,1,1995.56,permanent,202,10415.41,36,19.28,456.68,0.803,7,7,1,web,capital,1
C003429,2024-05-04,24,F,single,5,4850.1,permanent,87,27372.48,24,8.0,1323.0,0.764,5,4,1,branch,capital,1
C002952,2023-07-11,22,F,single,4,4157.8,unemployed,1,22561.69,12,19.07,2238.71,1.5,9,6,0,partner,east,1
C000665,2023-10-17,38,M,single,3,1067.91,permanent,74,5000.0,24,16.66,277.73,0.818,1,6,0,branch,capital,0
C013819,2023-12-25,31,F,married,0,2562.44,contract,19,34179.39,12,26.08,3591.25,1.5,3,1,0,web,south,1
C008059,2023-12-11,48,F,single,2,1903.13,self_employed,99,35789.55,48,18.39,1294.09,1.5,7,7,0,branch,capital,1
C003285,2023-03-30,58,M,married,0,2079.27,permanent,154,24229.42,24,16.19,1336.38,1.5,4,4,1,partner,east,0
C008077,2023-08-07,55,M,married,1,3147.77,permanent,34,31275.22,60,16.23,944.17,0.751,7,8,0,branch,north,1
C011067,2024-07-06,71,F,single,1,3130.95,self_employed,104,27161.03,48,20.54,1030.66,1.098,4,3,0,web,west,0
C005975,2024-11-21,33,F,single,2,6350.11,unemployed,4,36753.28,48,18.47,1331.44,0.629,7,4,0,web,capital,1
C008259,2023-07-20,39,F,married,0,2376.19,unemployed,5,35081.91,60,12.14,939.59,1.147,2,2,0,partner,capital,1
C003024,2022-08-06,57,M,married,4,2662.38,self_employed,189,22271.77,24,8.0,1076.47,0.792,5,1,1,branch,west,0
C008919,2024-02-11,43,M,married,5,7157.21,contract,47,26382.64,48,13.98,856.9,0.386,4,8,0,branch,capital,0
C013705,2023-09-24,52,M,married,2,2198.9,contract,6,37963.65,36,8.0,1307.64,1.5,7,1,1,branch,capital,1
C011818,2022-11-16,24,M,single,3,4039.2,self_employed,282,39886.6,36,16.14,1644.6,1.371,4,1,0,call_center,capital,1
C005384,2023-02-22,24,M,single,3,8955.8,unemployed,0,49276.8,12,20.16,4934.43,1.5,4,2,0,branch,west,1
C002441,2023-02-01,44,F,married,4,3013.52,permanent,312,21083.77,48,16.46,728.39,0.728,9,0,0,branch,north,0
C008062,2023-07-14,51,F,married,3,3494.26,permanent,268,28541.58,60,12.46,772.02,0.573,10,8,0,web,south,0
C012913,2024-03-18,65,F,married,2,1209.26,self_employed,236,35507.43,48,26.22,1515.7,1.5,8,8,0,branch,west,1
C006918,2022-01-23,46,F,married,4,2478.06,permanent,138,61360.41,36,13.68,2403.95,1.5,6,3,0,branch,capital,1
C011239,2024-12-08,70,M,married,2,1446.7,permanent,222,26747.69,24,20.93,1580.98,1.5,9,1,0,branch,west,1
C005068,2022-01-19,24,M,single,5,3410.98,self_employed,143,16542.21,60,29.73,685.59,0.657,3,2,0,branch,west,0
C014792,2024-09-10,68,M,married,5,2848.64,self_employed,45,31097.89,12,17.04,3033.0,1.5,1,2,1,branch,south,0
C003085,2023-01-07,59,F,married,0,1867.0,self_employed,214,9860.79,24,21.59,588.29,0.982,1,2,0,branch,capital,1
C007281,2023-12-08,62,M,married,2,1810.51,unemployed,4,35323.99,60,18.52,1133.93,1.187,9,1,1,branch,north,1
C004372,2022-07-06,18,F,married,3,3473.26,self_employed,222,20628.66,36,21.91,949.63,0.516,9,1,0,branch,north,0
C003082,2024-06-17,24,F,single,2,2967.25,permanent,34,11601.28,48,19.59,431.11,0.456,1,3,0,branch,west,0
C012561,2023-03-04,31,F,married,2,1935.67,permanent,118,34973.89,36,18.44,1509.03,1.5,5,7,0,branch,east,1
C004739,2023-01-19,23,F,married,3,4533.81,self_employed,102,32199.45,24,17.15,1801.89,1.225,1,0,1,web,east,1
C004774,2024-12-16,61,F,single,0,2639.58,permanent,331,35486.27,48,12.73,1115.83,1.293,4,2,1,web,capital,1
C011937,2023-01-17,48,F,single,0,10301.56,permanent,212,22556.67,36,8.0,776.95,0.161,8,0,1,branch,east,0
C009029,2023-10-10,47,F,single,5,1620.76,permanent,233,30273.82,24,23.52,1854.76,1.5,3,3,1,partner,west,1
C004216,2024-12-23,48,M,single,5,6569.92,self_employed,326,5000.0,24,19.34,288.92,0.172,2,7,1,branch,east,0
C006381,2022-11-15,60,F,single,1,1538.52,self_employed,35,40282.66,60,17.24,1250.17,1.5,3,1,0,branch,capital,1
C011220,2024-02-16,25,F,single,3,2936.98,self_employed,250,5000.0,36,25.2,243.9,0.39,5,7,1,web,capital,0
C008624,2024-05-23,45,F,single,5,11928.42,permanent,315,31117.77,36,12.99,1201.17,0.295,5,1,0,call_center,north,0
C009819,2023-05-14,53,M,widowed,1,4712.9,unemployed,4,34820.7,48,20.98,1334.26,0.875,8,2,0,call_center,capital,0
C008682,2022-05-20,70,F,married,5,3759.32,permanent,37,31824.35,24,13.96,1696.22,1.266,8,0,0,partner,north,1
C000046,2024-11-28,44,F,married,0,2433.69,contract,24,44019.37,36,20.04,1957.92,1.5,1,1,0,partner,north,1
C009773,2024-06-27,39,F,married,5,1162.47,permanent,220,24579.11,60,20.23,824.08,1.5,1,1,0,web,capital,1
C013708,2023-03-23,23,M,single,0,3239.15,permanent,299,28860.27,24,15.02,1563.76,1.45,8,6,0,partner,south,1
C014070,2022-07-01,70,M,married,4,1291.36,unemployed,4,36981.03,36,13.19,1433.73,1.5,2,7,1,branch,capital,1
C001499,2023-05-27,20,M,single,5,4026.79,contract,33,31146.05,60,19.06,1013.72,0.927,8,3,1,branch,north,0
C000963,2024-07-08,26,M,single,3,3249.17,contract,55,28711.43,36,13.98,1132.03,0.864,0,2,0,branch,capital,1
C006489,2022-05-25,67,F,single,0,8874.71,contract,11,13026.2,60,13.24,360.86,0.143,2,0,0,branch,north,0
C000898,2022-03-01,34,F,married,1,1044.38,unemployed,2,27981.58,24,25.15,1752.26,1.5,8,8,1,branch,south,1
C013018,2023-10-07,73,F,single,5,3329.9,contract,52,33043.27,36,18.95,1439.66,1.058,8,8,0,branch,capital,0
C010612,2023-11-24,30,F,divorced,2,5408.27,permanent,298,22031.84,36,16.72,918.9,0.54,3,0,0,branch,east,0
C005471,2023-10-12,57,M,single,1,6712.71,permanent,232,29215.16,24,20.66,1720.31,0.89,10,0,1,web,capital,1
C001630,2022-05-19,29,M,single,4,5187.9,permanent,255,21191.0,48,12.05,654.3,0.27,10,3,0,branch,north,0
C011550,2022-09-02,53,F,single,5,9309.24,permanent,268,54218.72,60,13.49,1513.0,0.536,5,4,0,partner,capital,1
C000255,2023-12-25,49,F,single,4,4164.22,permanent,60,32238.0,60,13.92,911.3,0.624,1,0,1,partner,north,0
C009366,2024-04-12,71,F,single,2,2521.55,permanent,339,27500.32,48,19.46,1018.9,0.814,9,6,0,web,capital,0
C008962,2023-05-18,47,F,single,1,2007.52,permanent,116,42361.26,24,21.35,2518.76,1.5,2,0,1,partner,capital,0
C007240,2024-11-21,56,F,married,3,8851.3,permanent,224,28873.34,48,12.27,896.75,0.363,6,6,0,partner,south,1
C004967,2022-09-05,39,M,single,3,2048.63,permanent,98,25736.72,60,19.6,849.41,1.041,10,4,1,branch,north,0
C009643,2023-05-08,40,F,single,2,3692.71,permanent,265,30387.53,60,14.9,883.87,0.67,1,3,1,partner,capital,0
C010455,2022-02-28,26,M,married,2,4720.56,self_employed,232,33701.26,48,11.88,1035.87,0.77,7,3,0,branch,capital,1
C007697,2023-07-19,50,M,married,2,7087.41,unemployed,1,17193.11,36,14.49,685.16,0.305,10,1,0,call_center,north,0
C003202,2024-09-27,36,M,single,5,9656.34,permanent,51,32880.9,36,18.1,1409.41,0.424,2,0,0,web,north,0
C010062,2022-01-09,28,M,single,3,1897.79,self_employed,241,50367.3,48,15.53,1701.12,1.5,10,8,1,partner,south,1
C000527,2024-10-08,57,F,single,4,4115.5,contract,42,34635.76,60,17.93,1094.83,0.727,2,5,0,web,east,1
C014262,2023-05-09,30,F,single,5,3866.1,permanent,208,25797.84,36,17.99,1103.41,0.952,10,3,1,branch,north,1
C006232,2023-11-24,39,M,married,4,2172.36,self_employed,351,46840.23,12,13.92,4446.84,1.5,4,7,0,partner,north,1
C001340,2023-03-23,40,M,single,0,2555.62,permanent,307,37966.15,36,22.13,1754.88,1.5,9,3,0,web,capital,1
C001334,2024-06-03,57,F,single,3,4201.45,unemployed,4,45865.27,36,18.3,1973.42,1.423,4,7,1,partner,west,1
C013775,2024-02-10,41,F,married,3,3576.38,contract,41,25067.0,36,27.52,1271.17,1.043,6,1,0,branch,south,1
C007230,2023-10-22,55,F,single,4,6697.44,contract,44,11628.06,36,12.03,439.58,0.166,4,4,0,web,west,0
C005283,2024-06-23,40,M,single,0,1233.55,contract,13,20723.38,60,18.41,663.32,1.5,9,1,0,partner,capital,1
C004407,2022-10-11,18,F,married,1,2845.28,permanent,202,5000.0,24,13.83,265.95,0.112,8,8,0,branch,capital,0
C002368,2022-07-13,68,M,single,1,2183.97,permanent,320,27173.21,60,19.7,898.95,1.224,10,2,0,web,west,0
C004166,2024-01-15,31,M,single,0,825.98,permanent,213,36542.01,60,11.39,955.73,1.5,8,2,0,web,west,1
C009294,2024-10-02,41,F,single,1,2330.19,permanent,244,36240.09,36,24.3,1740.59,1.5,0,2,1,branch,north,1
C010835,2022-05-20,52,M,divorced,0,1281.76,permanent,10,42926.84,24,20.18,2510.5,1.5,10,5,0,branch,west,1
C000469,2022-07-18,22,F,single,3,8594.17,permanent,84,26759.71,24,21.03,1584.01,0.622,2,7,0,web,capital,1
C001503,2022-09-08,25,M,single,2,6204.75,permanent,219,17578.02,60,24.7,654.8,0.464,2,6,1,branch,capital,1
C012127,2024-10-09,46,F,married,1,2199.21,self_employed,275,24133.43,48,16.74,839.36,1.199,0,3,1,call_center,capital,0
C006379,2023-09-23,35,M,married,2,4893.94,permanent,351,41648.4,48,14.96,1386.92,0.861,6,5,0,branch,south,0
C009391,2023-02-24,34,M,single,1,3627.72,permanent,15,46621.32,60,20.0,1554.04,1.177,0,3,1,web,capital,1
C007009,2024-11-26,64,F,married,1,2680.37,permanent,145,9043.43,24,12.54,471.29,0.306,10,6,1,branch,capital,0
C014211,2023-01-28,61,M,single,4,4238.73,permanent,138,11343.08,12,12.31,1061.66,0.599,0,7,0,web,east,1
C003112,2024-04-15,71,M,married,4,2462.65,permanent,70,42043.96,60,18.01,1331.81,1.5,6,2,0,web,capital,1
C011681,2022-10-26,67,M,married,4,8534.08,contract,6,27277.75,36,26.05,1349.93,0.503,5,2,0,web,north,0
C003414,2022-04-13,54,M,married,1,1721.17,permanent,334,30324.21,48,16.56,1050.19,1.5,4,3,1,web,south,0
C008849,2023-01-23,69,M,divorced,5,2250.93,permanent,176,39767.11,48,20.86,1519.78,1.5,2,6,0,web,capital,1
C013738,2023-12-12,72,M,married,5,1276.1,unemployed,5,46997.46,24,17.95,2661.09,1.5,3,2,0,partner,capital,1
C009249,2023-07-09,43,M,married,0,836.88,permanent,120,27971.64,36,19.06,1221.37,1.5,9,2,0,branch,north,1
C002410,2022-01-30,45,F,single,5,5240.31,contract,18,17387.11,24,18.37,990.69,0.553,6,8,0,partner,capital,1
C002852,2023-03-05,45,M,single,4,4233.11,permanent,20,16677.59,36,19.61,735.82,0.526,6,6,0,branch,capital,1
C013196,2022-10-20,33,M,widowed,3,3165.92,permanent,9,12641.59,24,14.68,681.39,0.587,9,3,1,branch,north,0
C011222,2022-02-21,42,F,single,1,4596.54,permanent,204,31161.9,36,25.77,1534.84,1.08,0,6,0,branch,capital,0
C012653,2024-07-19,25,F,divorced,3,2430.5,permanent,235,28735.41,36,17.72,1222.58,1.372,7,3,0,web,capital,1
